brand,model_number,model_name,year,randomdata,model_search
Bomag,135SRLC,Wheel Loader,2013,1955,135SRLC
JCB,21F1893,Wheel Loader,2016,1893,21F1893
Kubota,C95 Max,Sprayer,2002,1272,C95Max
John Deere,320D1274,Hydraulic Excavator,2006,1274,320D1274
John Deere,921F1004,Hydraulic Excavator,2015,1004,921F1004
John Deere,Crumbler 12.5ft,Mobile Excavator,2018,1567,Crumbler12.5ft
JCB,T70601390,Vibratory Smooth Drum Roller,2017,1390,T70601390
Komatsu,84301166,MFWD Tractor,2016,1166,84301166
JCB,VHK551934,Vibratory Smooth Drum Roller,2002,1934,VHK551934
Massey Ferguson,HR2.01211,Skid Steer Loader,2008,1211,HR2.01211
Terex,VF7.23B,Mini Excavator,2011,1941,VF7.23B
Komatsu,508 Grapple,Cultivator,2014,1892,508Grapple
Komatsu,M316C1113,Utility Tractor,2012,1113,M316C1113
Volvo,CK201277,Cold Planer,2016,1277,CK201277
Case,L32B1745,4WD Tractor,2011,1745,L32B1745
Michigan,AS 501825,Combine,2017,1825,AS501825
Dynapac,L3430DT,MFWD Tractor,2006,1093,L3430DT
Case IH,G720B1331,Hydraulic Excavator,2016,1331,G720B1331
Case IH,16 QX2 39-52,Air Drill,2017,1286,16QX239-52
Pel-Job,G7401230,Hydraulic Excavator,2011,1230,G7401230
Case,821C1527,Hydraulic Excavator,2009,1527,821C1527
John Deere,SD200DXTF,Shovel,2008,1319,SD200DXTF
Case,D3K21378,Crawler Tractor,2002,1378,D3K21378
New Holland,AXIAL-FLOW 8240,Vibratory Smooth Drum Roller,2001,1178,AXIAL-FLOW8240
Landini,R180LC-7,Rock Truck,2016,1064,R180LC-7
Doosan,ZX450HLC,Hydraulic Excavator,2009,1124,ZX450HLC
Komatsu,WL321996,Pneumatic Roller,2014,1996,WL321996
Morris,4100 i HAZ,Crawler Tractor,2001,1726,4100iHAZ
Krause,LB851055,Motor Grader,2016,1055,LB851055
Massey Ferguson,CLG904C,Mini Excavator,2009,1245,CLG904C
Case IH,1739E1123,Wheel Loader,2014,1123,1739E1123
JCB,M1201798,Loader Backhoe,2019,1798,M1201798
JCB,721G1466,Mini Excavator,2001,1466,721G1466
Caterpillar,T503 NC,Baler,2001,1149,T503NC
Kubota,CX30C1876,Wheel Loader,2016,1876,CX30C1876
Caterpillar,C105 Max,Vibratory Compactor,2002,1380,C105Max
Case,1910G1045,Disc,2003,1045,1910G1045
Burch,CB6241237,2WD Tractor,2008,1237,CB6241237
Hamm,TN95VA,Midi Excavator,2019,1583,TN95VA
Hyundai,Vio20-3,Loader Backhoe,2008,1484,Vio20-3
Terex,BX25D1473,Disc,2001,1473,BX25D1473
New Holland,8370R1606,4WD Tractor,2014,1606,8370R1606
Miller,EC15BXTV,Feller Buncher,2013,1439,EC15BXTV
JCB,R110-7,Wheel Loader,2015,1564,R110-7
Massey Ferguson,5390Z1191,4WD Tractor,2001,1191,5390Z1191
Bobcat,TG3051190,Skid Steer Loader,2014,1190,TG3051190
Roadtec,MF 3455 CF,Crawler Tractor,2016,1466,MF3455CF
New Holland,216B1008,MFWD Tractor,2015,1008,216B1008
Caterpillar,IDEAL 8,Pneumatic Roller,2018,1466,IDEAL8
New Holland,M5-091HDRC12,Hydraulic Excavator,2000,1081,M5-091HDRC12
John Deere,L5561992,Wheel Loader,2010,1992,L5561992
Landini,785D WTR Bare Chassis,Sprayer,2010,1876,785DWTRBareChassis
JCB,KX015-4,Cultivator,2015,1685,KX015-4
Caterpillar,33-191907,4WD Tractor,2002,1907,33-191907
Liebherr,750M1229,Combine,2005,1229,750M1229
Land Pride,330C ES,Vibratory Smooth Drum Roller,2005,1127,330CES
Hitachi,320B S,Hydraulic Excavator,2012,1953,320BS
Kobelco,EX310LCH-3,Asphalt Paver,2013,1524,EX310LCH-3
Kubota,CP533E,4WD Tractor,2000,1053,CP533E
Bourgault,TJW105,4WD Tractor,2001,1808,TJW105
Volvo,HSL215T,Combine,2012,1314,HSL215T
Case IH,D7R1263,Multi Terrain Loader,2004,1263,D7R1263
JCB,BW 154 APO-4I,Wheel Loader,2005,1456,BW154APO-4I
New Holland,WA500-3,Hydraulic Excavator,2008,1921,WA500-3
Kubota,KX040-4GA,Mini Excavator,2011,1256,KX040-4GA
John Deere,TN75DA,Midi Excavator,2010,1790,TN75DA
Bomag,CB44B - Solid Drum,2WD Tractor,2010,1344,CB44B-SolidDrum
New Holland,9400-12 28-30,2WD Tractor,2014,1149,9400-1228-30
Venieri,CR4621310,Articulated Dump Truck,2010,1310,CR4621310
Case IH,75C1489,Utility Tractor,2009,1489,75C1489
John Deere,A918 COMPACT LITRONIC,Motor Grader,2013,1820,A918COMPACTLITRONIC
Terex,6601200,Baler,2018,1200,6601200
Caterpillar,A85n1639,Harvester,2012,1639,A85n1639
Komatsu,GENESIS® T8.435 SMARTTRAX,MFWD Tractor,2002,1869,GENESIS®T8.435SMARTTRAX
ASV,Powerfarm 95,Loader Backhoe,2007,1850,Powerfarm95
Dingo,S175LCV,4WD Tractor,2005,1062,S175LCV
Flaman,CLG856,4WD Tractor,2006,1311,CLG856
John Deere,D10T WH,Loader Backhoe,2003,1135,D10TWH
Caterpillar,PL831967,4WD Tractor,2005,1967,PL831967
Komatsu,TX631039,Crawler Tractor,2000,1039,TX631039
ASV,T6080 Elite,Hydraulic Excavator,2012,1628,T6080Elite
Thomas,LM1640,Multi Terrain Loader,2000,1386,LM1640
Volvo,350-2270,Motor Grader,2016,1387,350-2270
New Holland,CA2500D,Compactor,2015,1874,CA2500D
Caterpillar,T353HST,4WD Tractor,2015,1083,T353HST
Sumitomo,PC270LC-7,Hydraulic Excavator,2018,1449,PC270LC-7
John Deere,HD PLUS 110 VO,2WD Tractor,2016,1968,HDPLUS110VO
Krause,D6T WH,4WD Tractor,2004,1860,D6TWH
Krause,Grass Harrow 15.0,Hydraulic Excavator,2015,1400,GrassHarrow15.0
Gleaner,MEGA 300 III,Skid Steer Loader,2004,1483,MEGA300III
JCB,LM1640,Hydraulic Excavator,2011,1618,LM1640
Zettelmeyer,7300-24WR,Compactor,2006,1638,7300-24WR
New Holland,80 Spin Ace Tier III,Asphalt Paver,2007,1445,80SpinAceTierIII
Hitachi,735C Bare Chassis,Wheel Loader,2016,1576,735CBareChassis
Bobcat,Mega 350,Hydraulic Excavator,2012,1103,Mega350
Ingersoll Rand,3025E1649,Disc,2002,1649,3025E1649
JCB,CK30 HST,Skid Steer Loader,2019,1232,CK30HST
Volvo,PC290LC-11,Asphalt Paver,2001,1778,PC290LC-11
John Deere,MF 3425,Vibratory Smooth Drum Roller,2011,1420,MF3425
Kawasaki,T6060 Elite,Loader Backhoe,2010,1019,T6060Elite
New Holland,D355A-1,Asphalt Paver,2007,1275,D355A-1
Caterpillar,PC200LC-8M0,Wheel Loader,2006,1594,PC200LC-8M0
Sumitomo,DX1751291,Vibratory Smooth Drum Roller,2016,1291,DX1751291
New Holland,ZL302C,Skid Steer Loader,2011,1034,ZL302C
Caterpillar,PC340LC-7SLF,Crawler Tractor,2010,1864,PC340LC-7SLF
Case IH,CC1300,Wheel Loader,2009,1968,CC1300
Terex,L70B1663,Articulated Dump Truck,2010,1663,L70B1663
Hitachi,R800LC-7A,Crawler Loader,2014,1458,R800LC-7A
Caterpillar,2210 Floating-Hitch 34.6ft,4WD Tractor,2009,1926,2210Floating-Hitch34.6ft
John Deere,ZX225USLC,Baler,2008,1254,ZX225USLC
Komatsu,2680 Deluxe,Vibratory Smooth Drum Roller,2013,1632,2680Deluxe
Case IH,277C1470,Crawler Tractor,2006,1470,277C1470
Caterpillar,W170TC,Wheel Loader,2013,1820,W170TC
Massey Ferguson,MX2451679,Disc,2007,1679,MX2451679
Case IH,TA 1200 90ft,Mini Excavator,2016,1686,TA120090ft
Wil-Rich,350GLC,Wheel Loader,2000,1415,350GLC
Hitachi,S225LCSLR,4WD Tractor,2000,1178,S225LCSLR
John Deere,JD315V,Baler,2009,1137,JD315V
New Holland,700H LGP,Multi Terrain Loader,2012,1906,700HLGP
Massey Ferguson,WORKMASTER™ 60 4WD,Vibratory Smooth Drum Roller,2011,1697,WORKMASTER™604WD
Liebherr,OSL-900-2422,Cultivator,2001,1036,OSL-900-2422
Ingersoll Rand,5281474,MFWD Tractor,2006,1474,5281474
Caterpillar,R904C1655,Articulated Dump Truck,2010,1655,R904C1655
Sumitomo,D275AX-5SL,Integrated Tool Carrier,2017,1184,D275AX-5SL
Kobelco,Rollant 355 RC Comfort,Cultivator,2000,1989,Rollant355RCComfort
Caterpillar,760A1461,Vibratory Smooth Drum Roller,2018,1461,760A1461
Ponsse,908H21710,Hydraulic Excavator,2006,1710,908H21710
Vibromax,Multi Pro 5700,Hydraulic Excavator,2004,1314,MultiPro5700
Massey Ferguson,721B1319,Multi Terrain Loader,2003,1319,721B1319
Fiat-Hitachi,T801537,Hydraulic Excavator,2013,1537,T801537
John Deere,DV PLUS 90i VV-S,MFWD Tractor,2015,1424,DVPLUS90iVV-S
Hitachi,PT701532,2WD Tractor,2011,1532,PT701532
Yanmar,CS-323C,Mini Excavator,2016,1618,CS-323C
Wacker Neuson,DX480LC,Utility Tractor,2008,1707,DX480LC
Land Pride,Crumbler 42.5ft,Midi Excavator,2006,1800,Crumbler42.5ft
Wacker Neuson,MF 5455,Vibratory Smooth Drum Roller,2004,1726,MF5455
Case IH,MF6615,Wheel Loader,2018,1510,MF6615
John Deere,Hagie™ STS10,Combine,2003,1110,Hagie™STS10
Komatsu,415F21232,Vibratory Smooth Drum Roller,2014,1232,415F21232
Volvo BM,L180F1632,Motor Grader,2000,1632,L180F1632
Zettelmeyer,L542 2plus1,Motor Scraper,2001,1594,L5422plus1
RiteWay,ER551F,Combine,2001,1430,ER551F
Hitachi,ZX8001557,Mobile Excavator,2018,1557,ZX8001557
Komatsu,VV900D,Wheel Loader,2009,1025,VV900D
Ammann,337 Long Arm,Hydraulic Excavator,2000,1402,337LongArm
Schaffer,HiTech T161,Motor Scraper,2009,1274,HiTechT161
Doosan,AP2001750,MFWD Tractor,2002,1750,AP2001750
Case IH,260-1032,Skidder,2018,1765,260-1032
Bobcat,7270R1765,Wheel Loader,2001,1765,7270R1765
Mecalac,STEIGER 580 WHEELED,MFWD Tractor,2010,1495,STEIGER580WHEELED
Bobcat,5181745,Crawler Tractor,2011,1745,5181745
John Deere,524K High-Lift,Mini Excavator,2011,1506,524KHigh-Lift
JCB,DL450-5,Combine,2010,1118,DL450-5
New Holland,BR7070 Rotor,4WD Tractor,2002,1079,BR7070Rotor
John Deere,PUMA 215,Wheel Loader,2018,1510,PUMA215
Hesston,PC4000-6,4WD Tractor,2018,1169,PC4000-6
Massey Ferguson,35021272,Cultivator,2016,1272,35021272
JCB,1801115,Mobile Excavator,2009,1115,1801115
John Deere,PUMA 125 POWERSHIFT,Disc,2000,1984,PUMA125POWERSHIFT
John Deere,CA150P,Feller Buncher,2019,1467,CA150P
Samsung,PC600LC-8,Hydraulic Excavator,2000,1687,PC600LC-8
New Holland,PM565B,Disc,2008,1292,PM565B
Wil-Rich,E1651757,Vibratory Smooth Drum Roller,2010,1757,E1651757
Komatsu,MF 465,Pneumatic Roller,2005,1539,MF465
Kato,ZL5002,4WD Tractor,2012,1629,ZL5002
John Deere,ZL5021068,Wheel Loader,2019,1068,ZL5021068
Wil-Rich,W401590,Utility Tractor,2009,1590,W401590
Caterpillar,60TL1653,Loader Backhoe,2004,1653,60TL1653
Caterpillar,YZ121202,Skidder,2016,1202,YZ121202
JCB,R9951526,Hydraulic Excavator,2003,1526,R9951526
Bobcat,SSV751808,Utility Tractor,2004,1808,SSV751808
Iseki,MT2251994,Cultivator,2009,1994,MT2251994
Case IH,MF9051324,Combine,2018,1324,MF9051324
Caterpillar,590 Super N,4WD Tractor,2013,1044,590SuperN
Vibromax,3154G1365,Vibratory Smooth Drum Roller,2010,1365,3154G1365
Komatsu,2250C1614,Midi Excavator,2013,1614,2250C1614
John Deere,BDH 600-2020,2WD Tractor,2016,1032,BDH600-2020
John Deere,MF 420,Utility Tractor,2018,1061,MF420
Massey Ferguson,S220R-1,Vibratory Smooth Drum Roller,2014,1043,S220R-1
Airman,L351559,Skid Steer Loader,2008,1559,L351559
John Deere,D85EXi-18,Hydraulic Excavator,2004,1287,D85EXi-18
Hamm,2234WR,Midi Excavator,2019,1777,2234WR
John Deere,Farmall 90,4WD Tractor,2015,1490,Farmall90
Mustang,33-15B,Cultivator,2012,1982,33-15B
Hyundai,60ZII1849,Midi Excavator,2002,1849,60ZII1849
Komatsu,ZX490LCH-6,Skid Steer Loader,2019,1170,ZX490LCH-6
XCG,240LX Road Builder,Hydraulic Excavator,2010,1613,240LXRoadBuilder
Caterpillar,"NUTRI-PLACER 930 HSLD, 42.5 FT",Air Drill,2015,1217,"NUTRI-PLACER930HSLD,42.5FT"
Wacker Neuson,3025E1933,4WD Tractor,2019,1933,3025E1933
Champion,355-1206,Wheel Loader,2017,1394,355-1206
YTO,PC160-6,Skid Steer Loader,2014,1943,PC160-6
Yanmar,834K2000,Vibratory Smooth Drum Roller,2006,2000,834K2000
John Deere,85ZV1047,Vibratory Smooth Drum Roller,2014,1047,85ZV1047
Hitachi,EC140DL,Hydraulic Excavator,2006,1173,EC140DL
Kuhn,82-30B,Loader Backhoe,2016,1823,82-30B
Caterpillar,SLc 4000,Loader Backhoe,2012,1184,SLc4000
Burch,5100ML,Loader Backhoe,2006,1935,5100ML
Terex,232B1676,Log Loader,2006,1676,232B1676
Case,BC972RB2,Vibratory Smooth Drum Roller,2003,1025,BC972RB2
Massey Ferguson,330C LN,Loader Backhoe,2012,1606,330CLN
Caterpillar,1734E1029,4WD Tractor,2010,1029,1734E1029
Claas,3001654,4WD Tractor,2016,1654,3001654
Michigan,CX8090,4WD Tractor,2016,1160,CX8090
New Holland,319C LN,MFWD Tractor,2018,1145,319CLN
Boxer,CX210 Long Reach,Cultivator,2015,1916,CX210LongReach
Komatsu,3046R1524,Motor Grader,2004,1524,3046R1524
Case IH,305 CR,Loader Backhoe,2019,1584,305CR
Case,948L1755,4WD Tractor,2001,1755,948L1755
Caterpillar,680G1330,Vibratory Smooth Drum Roller,2012,1330,680G1330
Flexi-Coil,BW 177 DH-5,Mini Excavator,2011,1550,BW177DH-5
Doosan,95451540,Hydraulic Excavator,2000,1540,95451540
Mecalac,4333DH,Midi Excavator,2014,1451,4333DH
Dressta,T7401567,Harvester,2002,1567,T7401567
Caterpillar,318C L,Sprayer,2011,1042,318CL
New Holland,SLc 4000,Crawler Tractor,2008,1700,SLc4000
John Deere,55561912,Multi Terrain Loader,2011,1912,55561912
Caterpillar,FX6511704,Disc,2018,1704,FX6511704
Caterpillar,W181022,Hydraulic Excavator,2015,1022,W181022
John Deere,D4K2 Tier 4 Final/Stage IV,Skid Steer Loader,2007,1153,D4K2Tier4FinalStageIV
Caterpillar,CX60C1028,Shovel,2009,1028,CX60C1028
JCB,290LX1937,Midi Excavator,2008,1937,290LX1937
John Deere,312D L,4WD Tractor,2000,1351,312DL
Dressta,5630-48 49.6ft,Hydraulic Excavator,2013,1453,5630-4849.6ft
Caterpillar,3400 Quantum Long Front,Wheel Loader,2010,1564,3400QuantumLongFront
New Holland,EF233M,Combine,2009,1058,EF233M
Caterpillar,ZX225USRLC,Hydraulic Excavator,2010,1878,ZX225USRLC
Case IH,7430 Premium Cab Tractor,Asphalt Paver,2006,1444,7430PremiumCabTractor
Kubota,92301373,4WD Tractor,2001,1373,92301373
Burch,RB454 Rotor Cutter Silage,Mini Excavator,2006,1790,RB454RotorCutterSilage
Caterpillar,TW601384,Cold Planer,2009,1384,TW601384
Terex,5CX WASTE MASTER,Vibratory Smooth Drum Roller,2004,1767,5CXWASTEMASTER
Yanmar,WF450T-3,Multi Terrain Loader,2003,1464,WF450T-3
JCB,230 LC,Wheel Dozer,2016,1772,230LC
Case IH,Contour Commander 40,Loader Backhoe,2007,1175,ContourCommander40
Krause,830.31999,Loader Backhoe,2012,1999,830.31999
New Holland,EZ381794,Vibratory Compactor,2000,1794,EZ381794
Bomag,5630-21 22.6ft,Wheel Loader,2017,1936,5630-2122.6ft
Caterpillar,D400E1660,Rock Truck,2014,1660,D400E1660
Tong Yang Moolsan,M5N-111HDCC24,Midi Excavator,2003,1624,M5N-111HDCC24
Fendt,L1851532,Hydraulic Excavator,2003,1532,L1851532
Hamm,336E H,Crawler Tractor,2014,1544,336EH
New Holland,WA420-3 Active+,Cultivator,2001,1104,WA420-3Active
Krause,T6501429,Rock Truck,2017,1429,T6501429
Terex,PC360LC-11,Motor Grader,2010,1989,PC360LC-11
Valtra,D8R Series II WH,Cold Planer,2014,1443,D8RSeriesIIWH
Ezee-On,DC150 XLT,4WD Tractor,2007,1339,DC150XLT
Vermeer,4230 Industrial,Cultivator,2009,1479,4230Industrial
John Deere,D50A-15,4WD Tractor,2004,1082,D50A-15
Valtra,PC158USLC-2,Hydraulic Excavator,2004,1662,PC158USLC-2
Terex,BW 177 DH-5,Pneumatic Roller,2011,1865,BW177DH-5
John Deere,MAXXUM 135,Cold Planer,2011,1456,MAXXUM135
Komatsu,CX245D SR,Hydraulic Excavator,2019,1163,CX245DSR
AMCO,STEIGER 470 QUADTRAC,4WD Tractor,2004,1108,STEIGER470QUADTRAC
Hitachi,870G LC,2WD Tractor,2007,1018,870GLC
Caterpillar,5341452,4WD Tractor,2013,1452,5341452
HBXG,J-44 4024,Hydraulic Excavator,2004,1288,J-444024
Kubota,BW90AD2,Skid Steer Loader,2018,1632,BW90AD2
Wil-Rich,Arion 640,Sprayer,2010,1856,Arion640
New Holland,1121G1301,4WD Tractor,2004,1301,1121G1301
Valtra,T282B1906,2WD Tractor,2013,1906,T282B1906
AGCO,5931318,4WD Tractor,2019,1318,5931318
John Deere,R210LC-7A,Rock Truck,2002,1670,R210LC-7A
John Deere,D75 LGP,2WD Tractor,2008,1373,D75LGP
Massey Ferguson,E351410,Asphalt Paver,2010,1410,E351410
Hyundai,NS35R1301,Hydraulic Excavator,2018,1301,NS35R1301
Dynapac,ZX200-3,Crawler Tractor,2017,1778,ZX200-3
Caterpillar,DD221695,Sprayer,2003,1695,DD221695
Vogele,724J Z-Bar,Articulated Dump Truck,2006,1783,724JZ-Bar
Kioti,F8C1408,Rock Truck,2014,1408,F8C1408
Kubota,PC190NLC-8,MFWD Tractor,2009,1260,PC190NLC-8
Caterpillar,AP1055E,4WD Tractor,2001,1117,AP1055E
John Deere,CA5000DCO,2WD Tractor,2000,1751,CA5000DCO
John Deere,S175LCV,4WD Tractor,2017,1649,S175LCV
JCB,MC100C,Cultivator,2012,1503,MC100C
Caterpillar,HD14 VT,Baler,2009,1545,HD14VT
Daewoo,Cluster 75 SN,Skid Steer Loader,2011,1048,Cluster75SN
Bomag,S500LCV,Hydraulic Excavator,2015,1035,S500LCV
John Deere,Tiger-mate II 48.5ft,4WD Tractor,2007,1283,Tiger-mateII48.5ft
Caterpillar,456HT High Lift,Hydraulic Excavator,2014,1857,456HTHighLift
Ezee-On,NUTRI-PLACER 940 65 FT,Hydraulic Excavator,2010,1793,NUTRI-PLACER94065FT
John Deere,BG-225C,Loader Backhoe,2007,1845,BG-225C
Kato,850D1580,Harrow,2005,1580,850D1580
Ingersoll Rand,YZ18F1392,4WD Tractor,2002,1392,YZ18F1392
Krause,R9951335,MFWD Tractor,2018,1335,R9951335
Caterpillar,4501429,Wheel Loader,2016,1429,4501429
Caterpillar,F65C1753,Mini Excavator,2014,1753,F65C1753
Caterpillar,320C RB,Vibratory Smooth Drum Roller,2018,1413,320CRB
New Holland,LS180.B,Rock Truck,2011,1918,LS180.B
Svedala Demag,2851104,Cultivator,2001,1104,2851104
Challenger,246C1881,Mini Excavator,2003,1881,246C1881
Land Pride,750J1192,Harrow,2002,1192,750J1192
Kobelco,DD9H1337,4WD Tractor,2011,1337,DD9H1337
Al-Ghazi,PUMA 240,Wheel Loader,2002,1930,PUMA240
McCormick,NITRO 4365,Crawler Tractor,2019,1615,NITRO4365
Massey Ferguson,CX290 NLC,Mini Excavator,2016,1147,CX290NLC
Hamm,46941498,Cultivator,2012,1498,46941498
Hyundai,16 QX2 53-55,4WD Tractor,2014,1261,16QX253-55
LS Tractor,95ZIII,Wheel Loader,2010,1495,95ZIII
Caterpillar,2756A Autocycle,Harvester,2005,1932,2756AAutocycle
Case,9400-12 22,Integrated Tool Carrier,2010,1694,9400-1222
Tigercat,250-2224,4WD Tractor,2012,1513,250-2224
Thomas,2486NR,Mini Excavator,2015,1550,2486NR
McCormick,5441786,Motor Scraper,2000,1786,5441786
Goldoni,921B1139,Vibratory Smooth Drum Roller,2005,1139,921B1139
Kobelco,160C LC,Disc,2001,1052,160CLC
Caterpillar,ZX50U-3,Utility Tractor,2017,1454,ZX50U-3
YTO,EW160 D,Asphalt Paver,2014,1223,EW160D
Ingersoll Rand,Grass Harrow 6.0,Static Smooth Drum Roller,2006,1570,GrassHarrow6.0
Caterpillar,416S Super high lift,Vibratory Smooth Drum Roller,2016,1270,416SSuperhighlift
Massey Ferguson,CR9060,4WD Tractor,2011,1455,CR9060
Caterpillar,TD10M LGP,Mini Excavator,2013,1661,TD10MLGP
John Deere,AP-1055D,Disc,2001,1116,AP-1055D
New Holland,BW213D40,MFWD Tractor,2011,1301,BW213D40
Case IH,260-1132,Crawler Tractor,2012,1987,260-1132
John Deere,TL100A,4WD Tractor,2002,1540,TL100A
Caterpillar,L90E1699,Rock Truck,2019,1699,L90E1699
Komatsu,VM 137 D,4WD Tractor,2019,1111,VM137D
Goldoni,3540-60-13-10,Disc,2011,1161,3540-60-13-10
Terex,EL4511901,Mini Excavator,2015,1901,EL4511901
Kato,74651577,Wheel Loader,2009,1577,74651577
Caterpillar,ZL702B,Mini Excavator,2015,1761,ZL702B
Komatsu,2551626,Crawler Tractor,2010,1626,2551626
New Holland,212-1024,Baler,2010,1761,212-1024
Bobcat,928Gz1627,MFWD Tractor,2009,1627,928Gz1627
HBXG,D4H TSK Series II,4WD Tractor,2011,1820,D4HTSKSeriesII
Case IH,L2501-2WD,Hydraulic Excavator,2013,1634,L2501-2WD
ASV,257B II,Crawler Pipe Layer,2013,1015,257BII
Komatsu,22101109,Midi Excavator,2017,1109,22101109
Case,MEGA250-V,Motor Grader,2013,1199,MEGA250-V
Komatsu,87271882,4WD Tractor,2013,1882,87271882
Vermeer,49301551,Utility Tractor,2018,1551,49301551
Volvo,4052M1324,4WD Tractor,2010,1324,4052M1324
International,EC251478,4WD Tractor,2001,1478,EC251478
Case IH,740B EJ,Vibratory Smooth Drum Roller,2011,1026,740BEJ
Krause,95ZV1118,Hydraulic Excavator,2006,1118,95ZV1118
Yanmar,AS1210,Baler,2000,1324,AS1210
Caterpillar,PC290NLC-7,Crawler Tractor,2009,1121,PC290NLC-7
Case,36301108,Air Drill,2001,1108,36301108
Terex,SK70SR-2,4WD Tractor,2001,1410,SK70SR-2
Caterpillar,236B1928,Multi Terrain Loader,2007,1928,236B1928
John Deere,QUADRANT 2100 RF,MFWD Tractor,2015,1515,QUADRANT2100RF
New Holland,7801707,Wheel Loader,2011,1707,7801707
Kato,CLG842,Mini Excavator,2013,1171,CLG842
Takeuchi,HD14 VO,4WD Tractor,2012,1482,HD14VO
Landini,WF450T-3,Hydraulic Excavator,2004,1040,WF450T-3
Volvo,E70SR1147,MFWD Tractor,2018,1147,E70SR1147
New Holland,844K Z-Bar,Mobile Excavator,2006,1735,844KZ-Bar
Case IH,7400-18NR,Wheel Loader,2013,1486,7400-18NR
Liebherr,Farmall 85U,Disc,2014,1255,Farmall85U
John Deere,STEIGER 470 QUADTRAC,Wheel Loader,2009,1749,STEIGER470QUADTRAC
New Holland,V4-71513,Cultivator,2018,1513,V4-71513
Case IH,301.8C,Wheel Loader,2015,1449,301.8C
Hesston,MF 385,Crawler Loader,2003,1996,MF385
Wil-Rich,310K EP,Hydraulic Excavator,2006,1062,310KEP
Caterpillar,950B1404,Cultivator,2009,1404,950B1404
Hitachi,F-41 1822,Skidder,2018,1607,F-411822
Kubota,5725-60,Cultivator,2007,1315,5725-60
Gleaner,624K High-Lift,Crawler Tractor,2012,1672,624KHigh-Lift
Dynapac,L550 XPOWER,Vibratory Smooth Drum Roller,2002,1107,L550XPOWER
JCB,DX350LC,Mini Excavator,2006,1785,DX350LC
Caterpillar,TK90MA,Pneumatic Roller,2011,1765,TK90MA
Caterpillar,MF 2160,Baler,2012,1134,MF2160
New Holland,WA270-3,Baler,2006,1218,WA270-3
Iseki,S75V1644,Wheel Loader,2016,1644,S75V1644
Burch,212-3118,4WD Tractor,2006,1479,212-3118
Burch,CB7 - Split Drum,Loader Backhoe,2009,1338,CB7-SplitDrum
Ranger,583T1601,Articulated Dump Truck,2008,1601,583T1601
Tigercat,CX290D MATERIAL HANDLER,Midi Excavator,2010,1132,CX290DMATERIALHANDLER
Volvo,950 GC,Asphalt Paver,2006,1129,950GC
Caterpillar,320C FM,Wheel Loader,2015,1772,320CFM
Komatsu,EWR170 E,Skidder,2000,1407,EWR170E
Fendt,690F1488,2WD Tractor,2018,1488,690F1488
John Deere,21451799,Asphalt Paver,2019,1799,21451799
Volvo,938K1631,Crawler Tractor,2012,1631,938K1631
John Deere,775G WTR Bare Chassis,4WD Tractor,2018,1165,775GWTRBareChassis
Komatsu,WD 2304 TIER 3 CANADA,Swather,2010,1349,WD2304TIER3CANADA
Daedong,930G1550,4WD Tractor,2008,1550,930G1550
Komatsu,V121409,Wheel Loader,2018,1409,V121409
Hamm,EW 180 E,Disc,2012,1068,EW180E
JCB,CC900S,Crawler Tractor,2015,1074,CC900S
Bomag,MT575B MFWD,Hydraulic Excavator,2012,1985,MT575BMFWD
Hitachi,DX420LC-5,Vibratory Smooth Drum Roller,2006,1107,DX420LC-5
John Deere,Ke - 160,4WD Tractor,2018,1793,Ke-160
Iseki,BW 161 ADO-5,Mobile Excavator,2016,1400,BW161ADO-5
Komatsu,260E1785,Hydraulic Excavator,2002,1785,260E1785
Caterpillar,M6S-111SDSCC,Integrated Tool Carrier,2016,1526,M6S-111SDSCC
Case IH,CC5200C VI,Combine,2014,1171,CC5200CVI
Fendt,ZL30H1112,Wheel Loader,2009,1112,ZL30H1112
Terex,3537-58-16-10,Cold Planer,2012,1844,3537-58-16-10
Ezee-On,480B1666,Wheel Loader,2002,1666,480B1666
New Holland,BW 90 AD-5,4WD Tractor,2011,1893,BW90AD-5
New Holland,80181132,Loader Backhoe,2019,1132,80181132
Dynapac,D6N WH,Hydraulic Excavator,2011,1478,D6NWH
Daewoo,309 CR,4WD Tractor,2004,1218,309CR
Liebherr,JS240L,4WD Tractor,2012,1188,JS240L
Hitachi,PC300-7,Vibratory Smooth Drum Roller,2007,1421,PC300-7
Komatsu,1150K WT,Hydraulic Excavator,2001,1542,1150KWT
John Deere,KX033-4HGA,4WD Tractor,2010,1904,KX033-4HGA
Caterpillar,5511C1645,Wheel Loader,2010,1645,5511C1645
Flexi-Coil,A92n1251,4WD Tractor,2009,1251,A92n1251
Mustang,95501446,4WD Tractor,2012,1446,95501446
Case IH,HiTech N91,Crawler Loader,2016,1830,HiTechN91
Caterpillar,MF 2410,4WD Tractor,2002,1763,MF2410
Hyundai,51R-11083,Skid Steer Loader,2005,1083,51R-11083
New Holland,CX470B,Rock Truck,2010,1519,CX470B
New Holland,260 Series II,Wheel Loader,2001,1759,260SeriesII
Hamm,GENESIS® T8.380,Mini Excavator,2017,1263,GENESIS®T8.380
Bourgault,LX50-7,4WD Tractor,2004,1417,LX50-7
YTO,CB224E,Loader Backhoe,2009,1859,CB224E
John Deere,D65EX-17,Compactor,2015,1504,D65EX-17
Komatsu,Solid F9-6,Vibratory Compactor,2002,1365,SolidF9-6
